guest_name,wiki_link
Shiri Appleby,https://en.wikipedia.org/wiki/Shiri_Appleby
Sean Hayes,https://en.wikipedia.org/wiki/Sean_Hayes_(actor)
Brooklyn Decker,https://en.wikipedia.org/wiki/Brooklyn_Decker
Lewis Black,https://en.wikipedia.org/wiki/Lewis_Black
James McAvoy,https://en.wikipedia.org/wiki/James_McAvoy
Nick Swardson,https://en.wikipedia.org/wiki/Nick_Swardson
Brian Greene,https://en.wikipedia.org/wiki/Brian_Greene
Lizzy Caplan,https://en.wikipedia.org/wiki/Lizzy_Caplan
Neil Young,https://en.wikipedia.org/wiki/Neil_Young
Mike Epps,https://en.wikipedia.org/wiki/Mike_Epps
Rashida Jones,https://en.wikipedia.org/wiki/Rashida_Jones
Daveed Diggs,https://en.wikipedia.org/wiki/Daveed_Diggs
Marina Franklin,None
James Corden,https://en.wikipedia.org/wiki/James_Corden
Scott Speedman,https://en.wikipedia.org/wiki/Scott_Speedman
Jude Law,https://en.wikipedia.org/wiki/Jude_Law
Norman Reedus,https://en.wikipedia.org/wiki/Norman_Reedus
Laura Linney,https://en.wikipedia.org/wiki/Laura_Linney
John Leguizamo,https://en.wikipedia.org/wiki/John_Leguizamo
Patrick Wilson,https://en.wikipedia.org/wiki/Patrick_Wilson_(American_actor)
Gayle King,https://en.wikipedia.org/wiki/Gayle_King
Gary Johnson,https://en.wikipedia.org/wiki/Gary_Johnson
William Weld,https://en.wikipedia.org/wiki/William_Weld
David Duchovny,https://en.wikipedia.org/wiki/David_Duchovny
Aaron Tveit,https://en.wikipedia.org/wiki/Aaron_Tveit
Bill O'Reilly,https://en.wikipedia.org/wiki/Bill_O%27Reilly_(political_commentator)
Anna Chlumsky,https://en.wikipedia.org/wiki/Anna_Chlumsky
Daniel Radcliffe,https://en.wikipedia.org/wiki/Daniel_Radcliffe
George Lopez,https://en.wikipedia.org/wiki/George_Lopez
Liam Hemsworth,https://en.wikipedia.org/wiki/Liam_Hemsworth
Ana Gasteyer,https://en.wikipedia.org/wiki/Ana_Gasteyer
Demi Lovato,https://en.wikipedia.org/wiki/Demi_Lovato
Nick Jonas,https://en.wikipedia.org/wiki/Nick_Jonas
Amy Ryan,https://en.wikipedia.org/wiki/Amy_Ryan
Aaron Paul,https://en.wikipedia.org/wiki/Aaron_Paul
Michael Ian Black,https://en.wikipedia.org/wiki/Michael_Ian_Black
Alexander Skarsgård,https://en.wikipedia.org/wiki/Alexander_Skarsg%C3%A5rd
Natasha Leggero,https://en.wikipedia.org/wiki/Natasha_Leggero
Aubrey Plaza,https://en.wikipedia.org/wiki/Aubrey_Plaza
Hugh Dancy,https://en.wikipedia.org/wiki/Hugh_Dancy
Uzo Aduba,https://en.wikipedia.org/wiki/Uzo_Aduba
Neil deGrasse Tyson,https://en.wikipedia.org/wiki/Neil_deGrasse_Tyson
Bernie Sanders,https://en.wikipedia.org/wiki/Bernie_Sanders
Paul Dano,https://en.wikipedia.org/wiki/Paul_Dano
Kevin Hart,https://en.wikipedia.org/wiki/Kevin_Hart
Taylor Schilling,https://en.wikipedia.org/wiki/Taylor_Schilling
RuPaul Charles,https://en.wikipedia.org/wiki/RuPaul
Kevin Love,https://en.wikipedia.org/wiki/Kevin_Love
Jenny Slate,https://en.wikipedia.org/wiki/Jenny_Slate
Tom Brokaw,https://en.wikipedia.org/wiki/Tom_Brokaw
Sara,https://en.wikipedia.org/wiki/Sara_Foster
Erin Foster,https://en.wikipedia.org/wiki/Erin_Foster
Samuel L. Jackson,https://en.wikipedia.org/wiki/Samuel_L._Jackson
Julie Klausner,https://en.wikipedia.org/wiki/Julie_Klausner
Ellie Kemper,https://en.wikipedia.org/wiki/Ellie_Kemper
Patrick Fugit,https://en.wikipedia.org/wiki/Patrick_Fugit
Zachary Quinto,https://en.wikipedia.org/wiki/Zachary_Quinto
Natasha Lyonne,https://en.wikipedia.org/wiki/Natasha_Lyonne
2 Chainz,https://en.wikipedia.org/wiki/2_Chainz
Bryan Cranston,https://en.wikipedia.org/wiki/Bryan_Cranston
Busy Philipps,https://en.wikipedia.org/wiki/Busy_Philipps
Nicholas Hoult,https://en.wikipedia.org/wiki/Nicholas_Hoult
John Turturro,https://en.wikipedia.org/wiki/John_Turturro
Bret Baier,https://en.wikipedia.org/wiki/Bret_Baier
Benjamin Bratt,https://en.wikipedia.org/wiki/Benjamin_Bratt
Rob Corddry,https://en.wikipedia.org/wiki/Rob_Corddry
Bill Maher,https://en.wikipedia.org/wiki/Bill_Maher
Michael K. Williams,https://en.wikipedia.org/wiki/Michael_K._Williams
Charlie Rose,https://en.wikipedia.org/wiki/Charlie_Rose
Gayle King,https://en.wikipedia.org/wiki/Gayle_King
Norah O'Donnell,https://en.wikipedia.org/wiki/Norah_O%27Donnell
DeRay McKesson,https://en.wikipedia.org/wiki/DeRay_McKesson
Zoe Saldana,https://en.wikipedia.org/wiki/Zoe_Saldana
Keegan-Michael Key,https://en.wikipedia.org/wiki/Keegan-Michael_Key
Kathryn Hahn,https://en.wikipedia.org/wiki/Kathryn_Hahn
Tony Goldwyn,https://en.wikipedia.org/wiki/Tony_Goldwyn
Mark Cuban,https://en.wikipedia.org/wiki/Mark_Cuban
Lewis Black,https://en.wikipedia.org/wiki/Lewis_Black
Elizabeth Warren,https://en.wikipedia.org/wiki/Elizabeth_Warren
Billy Eichner,https://en.wikipedia.org/wiki/Billy_Eichner
Jennifer Saunders,https://en.wikipedia.org/wiki/Jennifer_Saunders
Allison Janney,https://en.wikipedia.org/wiki/Allison_Janney
Anthony Weiner,https://en.wikipedia.org/wiki/Anthony_Weiner
Jeff Daniels,https://en.wikipedia.org/wiki/Jeff_Daniels
Bassem Youssef,https://en.wikipedia.org/wiki/Bassem_Youssef
John Oliver,https://en.wikipedia.org/wiki/John_Oliver
Jai Courtney,https://en.wikipedia.org/wiki/Jai_Courtney
Charlamagne Tha God,https://en.wikipedia.org/wiki/Charlamagne_Tha_God
Abbi Jacobson,https://en.wikipedia.org/wiki/Abbi_Jacobson
Ilana Glazer,https://en.wikipedia.org/wiki/Ilana_Glazer
Doris Kearns Goodwin,https://en.wikipedia.org/wiki/Doris_Kearns_Goodwin
Eric André,https://en.wikipedia.org/wiki/Eric_Andr%C3%A9
Viola Davis,https://en.wikipedia.org/wiki/Viola_Davis
Simon Helberg,https://en.wikipedia.org/wiki/Simon_Helberg
Will Smith,https://en.wikipedia.org/wiki/Will_Smith
Logan Lerman,https://en.wikipedia.org/wiki/Logan_Lerman
John Cena,https://en.wikipedia.org/wiki/John_Cena
Scott Eastwood,https://en.wikipedia.org/wiki/Scott_Eastwood
Jamie Dornan,https://en.wikipedia.org/wiki/Jamie_Dornan
Javier Muñoz,https://en.wikipedia.org/wiki/Javier_Mu%C3%B1oz_(actor)
Malcolm Gladwell,https://en.wikipedia.org/wiki/Malcolm_Gladwell
Diane Kruger,https://en.wikipedia.org/wiki/Diane_Kruger
Ibtihaj Muhammad,https://en.wikipedia.org/wiki/Ibtihaj_Muhammad
Amy Schumer,https://en.wikipedia.org/wiki/Amy_Schumer
Omari Hardwick,https://en.wikipedia.org/wiki/Omari_Hardwick
Michaela Watkins,https://en.wikipedia.org/wiki/Michaela_Watkins
Rami Malek,https://en.wikipedia.org/wiki/Rami_Malek
Tika Sumpter,https://en.wikipedia.org/wiki/Tika_Sumpter
Parker Sawyers,https://en.wikipedia.org/wiki/Parker_Sawyers
Anderson Cooper,https://en.wikipedia.org/wiki/Anderson_Cooper
Édgar Ramírez,https://en.wikipedia.org/wiki/%C3%89dgar_Ram%C3%ADrez
Senator Tim Kaine,https://en.wikipedia.org/wiki/Tim_Kaine
Tony Hale,https://en.wikipedia.org/wiki/Tony_Hale
Rachel Weisz,https://en.wikipedia.org/wiki/Rachel_Weisz
Kevin Smith,https://en.wikipedia.org/wiki/Kevin_Smith
Spike Feresten,https://en.wikipedia.org/wiki/Spike_Feresten
Riz Ahmed,https://en.wikipedia.org/wiki/Riz_Ahmed
Pedro Pascal,https://en.wikipedia.org/wiki/Pedro_Pascal
John Krasinski,https://en.wikipedia.org/wiki/John_Krasinski
Adam Brody,https://en.wikipedia.org/wiki/Adam_Brody
Christian Slater,https://en.wikipedia.org/wiki/Christian_Slater
Chris Geere,https://en.wikipedia.org/wiki/Chris_Geere
John Lewis,https://en.wikipedia.org/wiki/Damian_Lewis
Larry Wilmore,https://en.wikipedia.org/wiki/Larry_Wilmore
Chris Noth,https://en.wikipedia.org/wiki/Chris_Noth
Anna Gunn,https://en.wikipedia.org/wiki/Anna_Gunn
John Dickerson,https://en.wikipedia.org/wiki/John_Dickerson_(journalist)
Harry Connick Jr.,https://en.wikipedia.org/wiki/Harry_Connick_Jr.
Ava DuVernay,https://en.wikipedia.org/wiki/Ava_DuVernay
Whoopi Goldberg,https://en.wikipedia.org/wiki/Whoopi_Goldberg
Regina Hall,https://en.wikipedia.org/wiki/Regina_Hall
Chesley Sullenberger,https://en.wikipedia.org/wiki/Chesley_Sullenberger
Jessica Alba,https://en.wikipedia.org/wiki/Jessica_Alba
Bradley Whitford,https://en.wikipedia.org/wiki/Bradley_Whitford
George Takei,https://en.wikipedia.org/wiki/George_Takei
Tituss Burgess,https://en.wikipedia.org/wiki/Tituss_Burgess
Jeff Ross,https://en.wikipedia.org/wiki/Jeff_Ross
Adam Richman,https://en.wikipedia.org/wiki/Adam_Richman
Dr. Phil,https://en.wikipedia.org/wiki/Phil_McGraw
Alan Cumming,https://en.wikipedia.org/wiki/Alan_Cumming
Joseph Gordon-Levitt,https://en.wikipedia.org/wiki/Joseph_Gordon-Levitt
Millie Bobby Brown,https://en.wikipedia.org/wiki/Millie_Bobby_Brown
Trevor Noah,https://en.wikipedia.org/wiki/Trevor_Noah
Allen Iverson,https://en.wikipedia.org/wiki/Allen_Iverson
Chris Gethard,https://en.wikipedia.org/wiki/Chris_Gethard
Tracee Ellis Ross,https://en.wikipedia.org/wiki/Tracee_Ellis_Ross
Andrew Rannells,https://en.wikipedia.org/wiki/Andrew_Rannells
John Slattery,https://en.wikipedia.org/wiki/John_Slattery
Oliver Stone,https://en.wikipedia.org/wiki/Oliver_Stone
Chris Pratt,https://en.wikipedia.org/wiki/Chris_Pratt
Scott Bakula,https://en.wikipedia.org/wiki/Scott_Bakula
Michelle Obama,https://en.wikipedia.org/wiki/Michelle_Obama
America Ferrera,https://en.wikipedia.org/wiki/America_Ferrera
Ethan Hawke,https://en.wikipedia.org/wiki/Ethan_Hawke
Tim Meadows,https://en.wikipedia.org/wiki/Tim_Meadows
Anthony Anderson,https://en.wikipedia.org/wiki/Anthony_Anderson
Mark Consuelos,https://en.wikipedia.org/wiki/Mark_Consuelos
Bruce Springsteen,https://en.wikipedia.org/wiki/Bruce_Springsteen
Rob Lowe,https://en.wikipedia.org/wiki/Rob_Lowe
Kal Penn,https://en.wikipedia.org/wiki/Kal_Penn
Sean Penn,https://en.wikipedia.org/wiki/Sean_Penn
Sutton Foster,https://en.wikipedia.org/wiki/Sutton_Foster
Lupita Nyong'o,https://en.wikipedia.org/wiki/Lupita_Nyong%27o
Donnie Wahlberg,https://en.wikipedia.org/wiki/Donnie_Wahlberg
Morgan Freeman,https://en.wikipedia.org/wiki/Morgan_Freeman
Judith Light,https://en.wikipedia.org/wiki/Judith_Light
Samantha Bee,https://en.wikipedia.org/wiki/Samantha_Bee
Abby Elliott,https://en.wikipedia.org/wiki/Abby_Elliott
Asa Butterfield,https://en.wikipedia.org/wiki/Asa_Butterfield
Mindy Kaling,https://en.wikipedia.org/wiki/Mindy_Kaling
Gary Owen,https://en.wikipedia.org/wiki/Gary_Owen_(comedian)
John Leguizamo,https://en.wikipedia.org/wiki/John_Leguizamo
Cheri Oteri,https://en.wikipedia.org/wiki/Cheri_Oteri
Paul F. Tompkins,https://en.wikipedia.org/wiki/Paul_F._Tompkins
Armie Hammer,https://en.wikipedia.org/wiki/Armie_Hammer
Lindsey Vonn,https://en.wikipedia.org/wiki/Lindsey_Vonn
Emily Blunt,https://en.wikipedia.org/wiki/Emily_Blunt
Gael García Bernal,https://en.wikipedia.org/wiki/Gael_Garc%C3%ADa_Bernal
Diane Lane,https://en.wikipedia.org/wiki/Diane_Lane
Aja Naomi King,https://en.wikipedia.org/wiki/Aja_Naomi_King
Amy Schumer,https://en.wikipedia.org/wiki/Amy_Schumer
Omari Hardwick,https://en.wikipedia.org/wiki/Omari_Hardwick
Michaela Watkins,https://en.wikipedia.org/wiki/Michaela_Watkins
Bill O'Reilly,https://en.wikipedia.org/wiki/Bill_O%27Reilly_(political_commentator)
Randall Park,https://en.wikipedia.org/wiki/Randall_Park
Nick Offerman,https://en.wikipedia.org/wiki/Nick_Offerman
Wayne Gretzky,https://en.wikipedia.org/wiki/Wayne_Gretzky
Morgan Spurlock,https://en.wikipedia.org/wiki/Morgan_Spurlock
Hugh Laurie,https://en.wikipedia.org/wiki/Hugh_Laurie
Paul Reiser,https://en.wikipedia.org/wiki/Paul_Reiser
Nate Silver,https://en.wikipedia.org/wiki/Nate_Silver
Tiger Woods,https://en.wikipedia.org/wiki/Tiger_Woods
Elijah Wood,https://en.wikipedia.org/wiki/Elijah_Wood
Jorge Ramos,https://en.wikipedia.org/wiki/Jorge_Ramos_(news_anchor)
Matt LeBlanc,https://en.wikipedia.org/wiki/Matt_LeBlanc
Joy Bryant,https://en.wikipedia.org/wiki/Joy_Bryant
Eleanor Holmes Norton,https://en.wikipedia.org/wiki/Eleanor_Holmes_Norton
Tom Hanks,https://en.wikipedia.org/wiki/Tom_Hanks
Adam Conover,https://en.wikipedia.org/wiki/Adam_Conover
Will Forte,https://en.wikipedia.org/wiki/Will_Forte
Dermot Mulroney,https://en.wikipedia.org/wiki/Dermot_Mulroney
Wyatt Cenac,https://en.wikipedia.org/wiki/Wyatt_Cenac
Joel McHale,https://en.wikipedia.org/wiki/Joel_McHale
Abbi Jacobson,https://en.wikipedia.org/wiki/Abbi_Jacobson
Jon Glaser,https://en.wikipedia.org/wiki/Jon_Glaser
Mary-Louise Parker,https://en.wikipedia.org/wiki/Mary-Louise_Parker
Pusha T,https://en.wikipedia.org/wiki/Pusha_T
Drew Carey,https://en.wikipedia.org/wiki/Drew_Carey
Claire Foy,https://en.wikipedia.org/wiki/Claire_Foy
Matt Smith,https://en.wikipedia.org/wiki/Matt_Smith_(actor)
Ruth Wilson,https://en.wikipedia.org/wiki/Ruth_Wilson
J. B. Smoove,https://en.wikipedia.org/wiki/J._B._Smoove
Mel Gibson,https://en.wikipedia.org/wiki/Mel_Gibson
Luke Bracey,https://en.wikipedia.org/wiki/Luke_Bracey
Michael Strahan,https://en.wikipedia.org/wiki/Michael_Strahan
Nick Kroll,https://en.wikipedia.org/wiki/Nick_Kroll
Aaron Eckhart,https://en.wikipedia.org/wiki/Aaron_Eckhart
Tig Notaro,https://en.wikipedia.org/wiki/Tig_Notaro
Ron Suskind,https://en.wikipedia.org/wiki/Ron_Suskind
Viggo Mortensen,https://en.wikipedia.org/wiki/Viggo_Mortensen
Patton Oswalt,https://en.wikipedia.org/wiki/Patton_Oswalt
Don Cheadle,https://en.wikipedia.org/wiki/Don_Cheadle
Stevie Wonder,https://en.wikipedia.org/wiki/Stevie_Wonder
Katherine Waterston,https://en.wikipedia.org/wiki/Katherine_Waterston
Miles Teller,https://en.wikipedia.org/wiki/Miles_Teller
Neil deGrasse Tyson,https://en.wikipedia.org/wiki/Neil_deGrasse_Tyson
Sting,https://en.wikipedia.org/wiki/Sting_(musician)
Thandie Newton,https://en.wikipedia.org/wiki/Thandie_Newton
Mark Halperin,https://en.wikipedia.org/wiki/Mark_Halperin
John Heilemann,https://en.wikipedia.org/wiki/John_Heilemann
Jeff Goldblum,https://en.wikipedia.org/wiki/Jeff_Goldblum
Eddie Redmayne,https://en.wikipedia.org/wiki/Eddie_Redmayne
Bernie Sanders,https://en.wikipedia.org/wiki/Bernie_Sanders
Alton Brown,https://en.wikipedia.org/wiki/Alton_Brown
Anna Kendrick,https://en.wikipedia.org/wiki/Anna_Kendrick
Mahershala Ali,https://en.wikipedia.org/wiki/Mahershala_Ali
Marion Cotillard,https://en.wikipedia.org/wiki/Marion_Cotillard
Dev Patel,https://en.wikipedia.org/wiki/Dev_Patel
Amy Adams,https://en.wikipedia.org/wiki/Amy_Adams
Simone Biles,https://en.wikipedia.org/wiki/Simone_Biles
Jeff Watson,https://en.wikipedia.org/wiki/Jeff_Daniels
William H. Macy,https://en.wikipedia.org/wiki/William_H._Macy
Colin Quinn,https://en.wikipedia.org/wiki/Colin_Quinn
Michael Weatherly,https://en.wikipedia.org/wiki/Michael_Weatherly
Carrie Fisher,https://en.wikipedia.org/wiki/Carrie_Fisher
James Marsden,https://en.wikipedia.org/wiki/James_Marsden
Jimmie Johnson,https://en.wikipedia.org/wiki/Jimmie_Johnson
John Waters,https://en.wikipedia.org/wiki/John_Waters
Danny DeVito,https://en.wikipedia.org/wiki/Danny_DeVito
Max Greenfield,https://en.wikipedia.org/wiki/Max_Greenfield
Tim Daly,https://en.wikipedia.org/wiki/Tim_Daly
Lauren Cohan,https://en.wikipedia.org/wiki/Lauren_Cohan
Lauren Graham,https://en.wikipedia.org/wiki/Lauren_Graham
Justin Long,https://en.wikipedia.org/wiki/Justin_Long
Matthew Broderick,https://en.wikipedia.org/wiki/Matthew_Broderick
Ali Wentworth,https://en.wikipedia.org/wiki/Alexandra_Wentworth
Jason Bateman,https://en.wikipedia.org/wiki/Jason_Bateman
Padma Lakshmi,https://en.wikipedia.org/wiki/Padma_Lakshmi
Michael Lewis,https://en.wikipedia.org/wiki/Michael_Lewis
Joe Biden,https://en.wikipedia.org/wiki/Joe_Biden
DJ Khaled,https://en.wikipedia.org/wiki/DJ_Khaled
Sigourney Weaver,https://en.wikipedia.org/wiki/Sigourney_Weaver
Andy Cohen,https://en.wikipedia.org/wiki/Andy_Cohen_(TV_personality)
Octavia Spencer,https://en.wikipedia.org/wiki/Octavia_Spencer
John Mulaney,https://en.wikipedia.org/wiki/John_Mulaney
Olivia Munn,https://en.wikipedia.org/wiki/Olivia_Munn
Martin Freeman,https://en.wikipedia.org/wiki/Martin_Freeman
John Goodman,https://en.wikipedia.org/wiki/John_Goodman
Denée Benton,https://en.wikipedia.org/wiki/Den%C3%A9e_Benton
Mark Wahlberg,https://en.wikipedia.org/wiki/Mark_Wahlberg
Lee Daniels,https://en.wikipedia.org/wiki/Lee_Daniels
Neil Patrick Harris,https://en.wikipedia.org/wiki/Neil_Patrick_Harris
Megan Mullally,https://en.wikipedia.org/wiki/Megan_Mullally
James Franco,https://en.wikipedia.org/wiki/James_Franco
Michael Stipe,https://en.wikipedia.org/wiki/Michael_Stipe
Liam Neeson,https://en.wikipedia.org/wiki/Liam_Neeson
Shepard Smith,https://en.wikipedia.org/wiki/Shepard_Smith
Tom Hanks,https://en.wikipedia.org/wiki/Tom_Hanks
Bruce Springsteen,https://en.wikipedia.org/wiki/Bruce_Springsteen
David Duchovny,https://en.wikipedia.org/wiki/David_Duchovny
Bryan Cranston,https://en.wikipedia.org/wiki/Bryan_Cranston
Robert De Niro,https://en.wikipedia.org/wiki/Robert_De_Niro
Amy Schumer,https://en.wikipedia.org/wiki/Amy_Schumer
John Krasinski,https://en.wikipedia.org/wiki/John_Krasinski
Millie Bobby Brown,https://en.wikipedia.org/wiki/Millie_Bobby_Brown
Will Smith,https://en.wikipedia.org/wiki/Will_Smith
Anna Kendrick,https://en.wikipedia.org/wiki/Anna_Kendrick
Chris Pratt,https://en.wikipedia.org/wiki/Chris_Pratt
Jason Bateman,https://en.wikipedia.org/wiki/Jason_Bateman
Oprah Winfrey,https://en.wikipedia.org/wiki/Oprah_Winfrey
Kate Beckinsale,https://en.wikipedia.org/wiki/Kate_Beckinsale
Chris Messina,https://en.wikipedia.org/wiki/Chris_Messina
Jen Kirkman,https://en.wikipedia.org/wiki/Jen_Kirkman
Adam Driver,https://en.wikipedia.org/wiki/Adam_Driver
Alexa Davalos,https://en.wikipedia.org/wiki/Alexa_Davalos
Charlie Rose,https://en.wikipedia.org/wiki/Charlie_Rose
Hayden Panettiere,https://en.wikipedia.org/wiki/Hayden_Panettiere
Jack Maxwell,None
Billy Joel,https://en.wikipedia.org/wiki/Billy_Joel
Josh Holloway,https://en.wikipedia.org/wiki/Josh_Holloway
Andrew Garfield,https://en.wikipedia.org/wiki/Andrew_Garfield
Erin Andrews,https://en.wikipedia.org/wiki/Erin_Andrews
Jude Law,https://en.wikipedia.org/wiki/Jude_Law
Gabrielle Union,https://en.wikipedia.org/wiki/Gabrielle_Union
Thomas L. Friedman,https://en.wikipedia.org/wiki/Thomas_Friedman
Tom Selleck,https://en.wikipedia.org/wiki/Tom_Selleck
Craig Robinson,https://en.wikipedia.org/wiki/Craig_Robinson_(actor)
Cuba Gooding Jr.,https://en.wikipedia.org/wiki/Cuba_Gooding_Jr.
Rupert Friend,https://en.wikipedia.org/wiki/Rupert_Friend
Sarah Paulson,https://en.wikipedia.org/wiki/Sarah_Paulson
Corey Stoll,https://en.wikipedia.org/wiki/Corey_Stoll
Billy Eichner,https://en.wikipedia.org/wiki/Billy_Eichner
Mel B,https://en.wikipedia.org/wiki/Mel_B
Gilbert Gottfried,https://en.wikipedia.org/wiki/Gilbert_Gottfried
Idina Menzel,https://en.wikipedia.org/wiki/Idina_Menzel
Rachel Bloom,https://en.wikipedia.org/wiki/Rachel_Bloom
Louie Anderson,https://en.wikipedia.org/wiki/Louie_Anderson
Johnny Galecki,https://en.wikipedia.org/wiki/Johnny_Galecki
Chris Matthews,https://en.wikipedia.org/wiki/Chris_Matthews
Jim Gaffigan,https://en.wikipedia.org/wiki/Jim_Gaffigan
Cristela Alonzo,https://en.wikipedia.org/wiki/Cristela_Alonzo
Leslie Mann,https://en.wikipedia.org/wiki/Leslie_Mann
Lewis Black,https://en.wikipedia.org/wiki/Lewis_Black
Dan Levy,https://en.wikipedia.org/wiki/Dan_Levy_(TV_personality)
Josh Groban,https://en.wikipedia.org/wiki/Josh_Groban
Rachael Ray,https://en.wikipedia.org/wiki/Rachael_Ray
Ricky Gervais,https://en.wikipedia.org/wiki/Ricky_Gervais
Christina Ricci,https://en.wikipedia.org/wiki/Christina_Ricci
Dr. Phil,https://en.wikipedia.org/wiki/Phil_McGraw
Michael Bolton,https://en.wikipedia.org/wiki/Michael_Bolton
Priyanka Chopra,https://en.wikipedia.org/wiki/Priyanka_Chopra
Thomas Sadoski,https://en.wikipedia.org/wiki/Thomas_Sadoski
Paul Giamatti,https://en.wikipedia.org/wiki/Paul_Giamatti
Wendy Williams,https://en.wikipedia.org/wiki/Wendy_Williams
John Oliver,https://en.wikipedia.org/wiki/John_Oliver
Isabelle Huppert,https://en.wikipedia.org/wiki/Isabelle_Huppert
Robert De Niro,https://en.wikipedia.org/wiki/Robert_De_Niro
Jake Tapper,https://en.wikipedia.org/wiki/Jake_Tapper
Ezra Edelman,https://en.wikipedia.org/wiki/Ezra_Edelman
David Oyelowo,https://en.wikipedia.org/wiki/David_Oyelowo
Taran Killam,https://en.wikipedia.org/wiki/Taran_Killam
Will Arnett,https://en.wikipedia.org/wiki/Will_Arnett
Pete Holmes,https://en.wikipedia.org/wiki/Pete_Holmes
Shailene Woodley,https://en.wikipedia.org/wiki/Shailene_Woodley
Laverne Cox,https://en.wikipedia.org/wiki/Laverne_Cox
Rick,None
Marty Lagina,None
Christine Baranski,https://en.wikipedia.org/wiki/Christine_Baranski
Bob Odenkirk,https://en.wikipedia.org/wiki/Bob_Odenkirk
Tatiana Maslany,https://en.wikipedia.org/wiki/Tatiana_Maslany
George Saunders,https://en.wikipedia.org/wiki/George_Saunders
Sally Field,https://en.wikipedia.org/wiki/Sally_Field
Maggie Siff,https://en.wikipedia.org/wiki/Maggie_Siff
Julie Andrews,https://en.wikipedia.org/wiki/Julie_Andrews
Christina Hendricks,https://en.wikipedia.org/wiki/Christina_Hendricks
Uma Thurman,https://en.wikipedia.org/wiki/Uma_Thurman
Jason Jones,https://en.wikipedia.org/wiki/Jason_Jones_(actor)
Joe Scarborough,https://en.wikipedia.org/wiki/Joe_Scarborough
Kate Upton,https://en.wikipedia.org/wiki/Kate_Upton
Yvette Nicole Brown,https://en.wikipedia.org/wiki/Yvette_Nicole_Brown
Kelly Ripa,https://en.wikipedia.org/wiki/Kelly_Ripa
Billy Gardell,https://en.wikipedia.org/wiki/Billy_Gardell
Aubrey Plaza,https://en.wikipedia.org/wiki/Aubrey_Plaza
Bradley Whitford,https://en.wikipedia.org/wiki/Bradley_Whitford
Allison Williams,https://en.wikipedia.org/wiki/Allison_Williams_(actress)
Cush Jumbo,https://en.wikipedia.org/wiki/Cush_Jumbo
